GitHub_URL,misuse_count_of_Early_Stopping,misuse_count_of_Data_Drift,misuse_count_of_Testing_Schema_Mismatch,misuse_count_of_Improper_Handling_ML_API_Limit,misuse_count_of_Training_Checkpoint,misuse_count_of_batch
https://github.com/0wuxinyun/Microsoft_AI_Competition,1,1,1,1,0,1
https://github.com/1010code/Flask-API-example-with-ML-model-GCP,1,1,1,0,0,0
https://github.com/10xNation/google-sentiment-analysis,1,1,1,1,0,0
https://github.com/99sbr/fastapi-template,1,1,1,1,1,0
https://github.com/ABDFMSM/AOAI-RAG-Sources,1,1,1,0,0,0
https://github.com/AHaryanto/azure-automl-mlops,1,1,1,1,0,0
https://github.com/AI-Engineer-Foundation/agent-protocol,1,1,1,0,0,0
https://github.com/AIAnytime/Azure-Enterprise-Private-GPT-App,1,1,1,1,0,0
https://github.com/AIchenkai/EasyLLM,1,1,1,0,0,0
https://github.com/AJV009/mood_detector,1,1,1,1,0,0
https://github.com/AUTOMATIC1111/stable-diffusion-webui,1,1,1,0,0,1
https://github.com/Aashish-1008/ml-trainer,1,1,1,0,0,0
https://github.com/Ai-Austin/Bing-GPT-Voice-Assistant,1,1,1,0,0,0
https://github.com/AjinkyaGhadge/Google-Cloud-based-ALPR,1,1,1,0,0,0
https://github.com/Alaa-Dawoud/Azure-Cognitive,1,1,1,0,0,0
https://github.com/Alekh-sinha/google_translator,1,1,1,1,0,2
https://github.com/Alexander-Urbina/Machine-Learning-with-Tensolflow-on-GCP,1,1,1,0,0,0
https://github.com/AndreCerva/Using-Azure-Custom-Vision-IoT-Hub-and-Raspberry-to-object-detection,1,1,1,1,0,0
https://github.com/Andrik-Ts-019/Face-detection-with-attributes,1,1,1,0,0,0
https://github.com/Aniket-Gamre/An-end-to-end-automated-AWS-Data-Lake-Formation-using-Amazon-Forecast,1,1,1,0,1,0
https://github.com/AninditaGuha98/Learning-Management-System-serverless-application,1,1,1,1,1,1
https://github.com/Anrufliste/dt-sms-api-sdk-python,1,1,1,0,0,1
https://github.com/AntonioBorssat0/OpenAI-AzureCognitiveSerach,1,1,1,1,0,1
https://github.com/AntonioBorssat0/azure-cognitive-services-with-python,1,1,1,1,0,0
https://github.com/Ark-kun/google_cloud_mlflow,1,1,1,1,0,0
https://github.com/Ashi-commits/FaceMaskDetection_with_Azure,1,1,1,0,0,0
https://github.com/Ashish-Bhoi/OCR_GCV_API,1,1,1,1,0,0
https://github.com/Auto1111SDK/Auto1111SDK,1,1,1,1,1,1
https://github.com/Autonoma-AI/vertex-pipeline-example,1,1,1,1,1,0
https://github.com/Avi197/Google-Cloud-Platform-Document-AI,1,1,1,1,0,0
https://github.com/Ayoola/face-detection,1,1,1,0,0,0
https://github.com/Azure-Samples/Custom-vision-service-iot-edge-raspberry-pi,1,1,1,1,1,1
https://github.com/Azure-Samples/MLOpsDatabricks,1,1,1,1,0,2
https://github.com/Azure-Samples/MachineLearning-MusicGeneration,1,1,1,1,0,0
https://github.com/Azure-Samples/MachineLearningSamples-ImageClassificationUsingCntk,1,1,1,1,0,0
https://github.com/Azure-Samples/ai-rag-chat-evaluator,1,1,1,1,0,2
https://github.com/Azure-Samples/aistudio-python-langchain-sample,1,1,1,1,0,0
https://github.com/Azure-Samples/azure-cosmos-db-graph-python-getting-started,1,1,1,0,0,0
https://github.com/Azure-Samples/azure-cosmos-db-python-getting-started,1,1,1,1,0,0
https://github.com/Azure-Samples/azure-search-openai-demo,1,1,1,1,0,2
https://github.com/Azure-Samples/azure-sql-db-django,1,1,1,0,0,0
https://github.com/Azure-Samples/azure-sql-db-python-rest-api,1,1,1,1,0,0
https://github.com/Azure-Samples/azureai-assistant-tool,1,1,1,1,0,1
https://github.com/Azure-Samples/chat-with-your-data-solution-accelerator,1,1,1,0,0,1
https://github.com/Azure-Samples/functions-python-azureml-azurefunctions-deeplearning,1,1,1,1,0,0
https://github.com/Azure-Samples/functions-python-tensorflow-tutorial,1,1,1,1,1,0
https://github.com/Azure-Samples/ms-identity-python-on-behalf-of,1,1,1,0,0,0
https://github.com/Azure-Samples/ms-identity-python-webapi-azurefunctions,1,1,1,1,0,0
https://github.com/Azure/Azure-Machine-Learning-Adoption-Framework,1,1,1,1,0,0
https://github.com/Azure/DevOps-For-AI-Apps,1,1,1,0,0,0
https://github.com/Azure/IntelligentEdgeHOL,1,1,1,0,0,1
https://github.com/Azure/ObjectDetectionUsingCntk,1,1,1,0,0,0
https://github.com/Azure/PyRIT,1,1,1,1,0,0
https://github.com/Azure/Stormspotter,1,1,1,1,0,0
https://github.com/Azure/aistudio-copilot-sample,1,1,1,1,0,0
https://github.com/Azure/aml-compute,1,1,1,1,0,0
https://github.com/Azure/aml-deploy,1,1,1,1,0,0
https://github.com/Azure/aml-registermodel,1,1,1,1,0,0
https://github.com/Azure/aml-run,1,1,1,1,0,0
https://github.com/Azure/aml-template,1,1,1,1,0,0
https://github.com/Azure/aml-workspace,1,1,1,1,0,0
https://github.com/Azure/azcv,1,1,1,1,0,0
https://github.com/Azure/azspeech2txt,1,1,1,1,0,0
https://github.com/Azure/azure-capi-cli-extension,1,1,1,1,0,0
https://github.com/Azure/azure-docs-sdk-java,1,1,1,0,0,0
https://github.com/Azure/intelligent-app-workshop,1,1,1,0,0,0
https://github.com/Azure/mlops-project-template,1,1,1,1,0,0
https://github.com/Azure/mlops-templates,1,1,1,1,1,0
https://github.com/Azure/review-checklists,1,1,1,0,0,2
https://github.com/Banbury-inc/BubbasBrains,1,1,1,1,0,1
https://github.com/BastinFlorian/RAG-on-GCP-with-VertexAI,1,1,1,1,0,1
https://github.com/BerriAI/litellm,1,1,1,0,1,1
https://github.com/Bert-JanP/Hunting-Queries-Detection-Rules,1,1,1,0,0,0
https://github.com/BillGPT/AzureBingAI,1,1,1,0,0,0
https://github.com/BingHongLi/ncu_gcp_ai_project,1,1,1,1,1,0
https://github.com/BiomedSciAI/histocartography,1,1,1,0,0,1
https://github.com/BlakeAvery/PottyPot,1,1,1,1,0,1
https://github.com/Boburmirzo/datox-azure-ai-search-example,1,1,1,1,0,0
https://github.com/Branyac/tello-innovation-challenge,1,1,1,1,0,0
https://github.com/BrentenDovey-ACG/azure-ai-cognitive-services-cli-tool,1,1,1,1,0,0
https://github.com/BrianGK314/BOOK-AI,1,1,1,1,0,0
https://github.com/CCExtractor/Rekognition,1,1,1,1,1,1
https://github.com/CaravelApp/serverless-example,1,1,1,0,0,0
https://github.com/Carleslc/ImageToText,1,1,1,1,0,0
https://github.com/ChatGPT4U/azure_building_systems_w_chatgpt_api,1,1,1,0,0,0
https://github.com/ChavanVaishu18/AITranslateHub,1,1,1,0,0,0
https://github.com/ClareNewman/sentiment-analysis,1,1,1,1,0,0
https://github.com/Cloud-Community-Group/Azure-Cognitive-Services_Sentiment-Analysis,1,1,1,1,0,0
https://github.com/CloudAdvocacy/ObjectDetection,1,1,1,0,0,0
https://github.com/CloudBreadPaPa/azureml-tensorflow-object-detection,1,1,1,1,1,0
https://github.com/CloudXNS/CloudXNS_Python3_SDK,1,1,1,0,0,0
https://github.com/ConchaLang/gcnl_lite,1,1,1,1,1,0
https://github.com/CruzHacks2019/iris-backend,1,1,1,1,0,0
https://github.com/CruzHacks2019/iris-raspi,1,1,1,1,0,0
https://github.com/CuttleLabs/cuttle-cli,1,1,1,0,0,0
https://github.com/Cyb3rWard0g/azure-loganalytics-api-clients,1,1,1,0,0,0
https://github.com/Danxyeal/xliff-google-translator,1,1,1,1,0,0
https://github.com/DarkPhyber-hg/OCRforPaperless-ngx,1,1,1,1,0,0
https://github.com/DataBiosphere/dsub,1,1,1,1,0,0
https://github.com/DataSciNAll/amlvsvertexai,1,1,1,1,0,0
https://github.com/DataTurks-Engg/Automatic_tagging_of_clothing_in_E-Commerce,1,1,1,1,1,1
https://github.com/DatateraTechnology/Inspector,1,1,1,1,1,2
https://github.com/DeeprajPandey/gina,1,1,1,0,0,0
https://github.com/DennizSvens/azure-voice-assistant,1,1,1,1,0,0
https://github.com/Dev-R/multi-modal-classification,1,1,1,1,0,0
https://github.com/Diego0106/SecureBot,1,1,1,1,0,0
https://github.com/EmmanuelAllanMJ/OpenCV-Flask-App,1,1,1,0,0,0
https://github.com/EmperorArthurIX/Web-Search-For-Prompt-Engineering,1,1,1,0,0,0
https://github.com/FabrizioPuzzo/Object-detection-in-videos,1,1,1,1,0,0
https://github.com/Filip9322/nlpguide_rest_api,1,1,1,0,0,0
https://github.com/FourthBrain/FastAPI-for-Machine-Learning-Live-Demo,1,1,1,0,0,0
https://github.com/FrootLoops101/Stocks-Prediction-using-FB-Prophet,1,1,1,0,0,0
https://github.com/GONZOsint/gvision,1,1,1,1,0,0
https://github.com/GaiZhenbiao/ChuanhuChatGPT,1,1,1,1,1,1
https://github.com/GoogleCloudPlatform/explainable_ai_sdk,1,1,1,1,1,1
https://github.com/GoogleCloudPlatform/gce-rescue,1,1,1,0,0,0
https://github.com/GoogleCloudPlatform/getting-started-python,1,1,1,1,1,0
https://github.com/GoogleCloudPlatform/security-analytics,1,1,1,0,0,0
https://github.com/GoogleCloudPlatform/tensorflow-gcp-tools,1,1,1,1,1,1
https://github.com/GunshipPenguin/spreadsheetfs,1,1,1,0,0,0
https://github.com/H3NR1QU3M4LT4/azureml-infra-tools,1,1,1,1,0,0
https://github.com/HariSekhon/DevOps-Python-tools,1,1,1,0,1,1
https://github.com/HuangruiChu/gcp-flask-ml-deploy,1,1,1,0,0,0
https://github.com/IAmigos/avatar-image-generator,1,1,1,0,0,2
https://github.com/IamVigneshC/GCP-ETL-Processing-on-Google-Cloud-Using-Dataflow-and-BigQuery,1,1,1,0,0,0
https://github.com/Ian-OBrien-503/python-flask-googleML-web-app,1,1,1,1,0,0
https://github.com/IntelligenzaArtificiale/Free-Auto-GPT,1,1,1,0,0,0
https://github.com/Intility/fastapi-azure-auth,1,1,1,1,0,0
https://github.com/JesseAldridge/bulk-translate,1,1,1,0,0,0
https://github.com/Jimut123/jimutmap,1,1,1,0,0,2
https://github.com/JordanEvan77/Amazon-Sales-Forecast,1,1,1,1,1,0
https://github.com/JuanCaEspinosa1993/machine-learning-GCP-deploy,1,1,1,0,0,0
https://github.com/Kalsoomalik/EmailClassifier,1,1,1,0,1,0
https://github.com/Khushi-Chaudhary04/review-sentiment-analyzer,1,1,1,0,0,0
https://github.com/KoushikNavuluri/Claude-API,1,1,1,0,0,1
https://github.com/KoushikNavuluri/stable-diffusion-xl-api,1,1,1,0,0,0
https://github.com/Kritika37/Translator-using-Azure,1,1,1,0,0,1
https://github.com/LavanyaPedada/TensorFlow-ObjectDetection-API-Orchestration-in-Azure-MLS,1,1,1,1,1,1
https://github.com/LazaUK/AOAI-GPT4Vision-Streamlit-SDKv1,1,1,1,0,0,0
https://github.com/LiaoWenzhe/dataRisk-detection-resources,1,1,1,0,0,0
https://github.com/Lightning-AI/pytorch-lightning,1,1,0,0,0,1
https://github.com/LingweiMeng/MyChatGPT,1,1,1,0,0,0
https://github.com/ListenFirstMedia/lf-python-sdk,1,1,1,0,0,0
https://github.com/Lockstep-Network/lockstep-sdk-python,1,1,1,0,0,0
https://github.com/LonamiWebs/Telethon,1,1,1,0,0,1
https://github.com/LoydNgei/Azure_Translator_AI,1,1,1,0,0,0
https://github.com/LukasHaas/cs329s-covid-prediction,1,1,1,1,0,0
https://github.com/MGheini/gcp-translation-api-script,1,1,1,1,0,1
https://github.com/MaheshSQL/cognitive-semantic-search-openai-accelerator,1,1,1,1,0,0
https://github.com/MahmoudAbdelhafezGH/AutomatedMLPyCaret,1,1,1,0,0,0
https://github.com/ManishaRana1195/Chat_Application_With_AWS_Lambda,1,1,1,0,1,0
https://github.com/Maxzeno/lord_of_the_rings_sdk,1,1,1,0,0,0
https://github.com/MicrosoftDocs/pipelines-azureml,1,1,1,1,0,0
https://github.com/MishaAli/Azure-bing-search-API,1,1,1,0,0,0
https://github.com/MrBriit/Google_Cloud_Deployment,1,1,1,0,0,0
https://github.com/Mroziy/Network-Traffic-Analysis-Platform,1,1,1,0,0,0
https://github.com/MsftArg-AI/OpenAI-CognitiveSearch,1,1,1,1,0,1
https://github.com/My-Machine-Learning-Projects-CT/Amazon-Personalize-utility-demo-scripts,1,1,1,0,1,0
https://github.com/NVIDIA-Merlin/gcp-ml-ops,1,1,1,1,1,0
https://github.com/Neerajpokala/Azure_Project,1,1,1,0,0,0
https://github.com/NeonLe96/Image-to-zipcode,1,1,1,1,0,1
https://github.com/Netflix/metaflow,1,1,1,1,1,1
https://github.com/Netflix/security_monkey,1,1,1,0,1,1
https://github.com/Neufal777/api-mlh,1,1,1,0,0,0
https://github.com/Neurobiologist/COVID-Social-Media-Analyzer,1,1,1,1,0,0
https://github.com/NidheeshaT/vertexai-api,1,1,1,1,0,0
https://github.com/NikhilSehgal123/Azure-OpenAI-SQL,1,1,1,1,0,0
https://github.com/NimbleBoxAI/nbox,1,1,1,0,0,1
https://github.com/Observer-L/FaceRecognition-PK,1,1,1,1,0,0
https://github.com/OpenBMB/BMList,1,1,1,0,0,0
https://github.com/OrganizationBin/trans_video_subs,1,1,1,1,0,0
https://github.com/OscarSantosMu/azure-ml-workspace-creation,1,1,1,1,0,0
https://github.com/PRASENJIT321/FaceMaskDetector,1,1,1,0,0,0
https://github.com/PacktPublishing/Practical-Guide-to-Azure-Cognitive-Services,1,1,1,1,0,0
https://github.com/Parinitha456/Gen-AI-CI-Pipeline-Python-Flask-API-with-Azure-artifacts,1,1,1,0,0,2
https://github.com/Patrick-Davis-MSFT/azure-search-openai-demo-altered,1,1,1,1,0,1
https://github.com/Paulescu/hands-on-train-and-deploy-ml,1,1,1,0,0,1
https://github.com/PolideaInternal/airflow-gcp-spy,1,1,1,0,0,0
https://github.com/PradeepThapa/Real-time-face-detection,1,1,1,0,0,0
https://github.com/PriyaKedia1004/azure_ai_search,1,1,1,1,0,0
https://github.com/PublicI/pdf-gcv-ocr,1,1,1,0,0,0
https://github.com/Pythagora-io/gpt-pilot,1,1,1,1,0,0
https://github.com/QuivrHQ/quivr,1,1,1,0,0,1
https://github.com/RHaran98/automatedML_pipeline,1,1,1,0,0,0
https://github.com/Raiseku/Gemini-Bot,1,1,1,1,0,0
https://github.com/Rapptz/discord.py,1,1,1,0,0,1
https://github.com/RemcoDewlde/CustomVision,1,1,1,1,1,0
https://github.com/RhinoSecurityLabs/ccat,1,1,1,0,1,2
https://github.com/RockChinQ/free-one-api,1,1,1,0,0,0
https://github.com/RocketGod-git/rekognition-bot,1,1,1,0,1,0
https://github.com/RodrigoPombo/cogn_azure,1,1,1,0,0,0
https://github.com/Rodrigossz/Python-Custom-Skills-Toolkit,1,1,1,1,0,0
https://github.com/SaiSudhaPanigrahi/patch,1,1,1,1,0,0
https://github.com/SakshamSri/Face-Detection-Azure-Face-API,1,1,1,1,0,1
https://github.com/SanjanSRao/AutomatedML,1,1,1,0,0,0
https://github.com/Sanster/IOPaint,1,1,1,0,0,1
https://github.com/SaschaDittmann/MLOps-Databricks,1,1,1,1,0,0
https://github.com/ScottStevenWhite/DocsInARow,1,1,1,1,0,0
https://github.com/ShubhamVermaTheDeveloper/azure-open-ai-using-python-fast-api,1,1,1,0,0,0
https://github.com/SilentDemonSD/WZML-X,1,1,1,0,0,0
https://github.com/SoftBlankie/4chan-sentiment,1,1,1,1,0,0
https://github.com/Sofwath/GoogleCloudVisionOCR,1,1,1,1,0,0
https://github.com/SohilZidan/dps-vertex-ai,1,1,1,1,1,0
https://github.com/Soluto/python-flask-sklearn-docker-template,1,1,1,0,0,0
https://github.com/Souvik1406/automatedMLBySouvikRoy,1,1,1,0,0,0
https://github.com/SrijithVenkat/image-to-text-translation,1,1,0,1,1,0
https://github.com/Stability-AI/generative-models,1,1,1,0,0,1
https://github.com/Stephen-Hallett/function-chain-theorycraft,1,1,1,1,0,0
https://github.com/Subrahmanyajoshi/Cancer-Detection-using-GCP,1,1,1,1,0,0
https://github.com/SuijkerbuijkP/Detectron2-GCP,1,1,1,1,0,1
https://github.com/SunLisa/sentiment-tweets,1,1,1,1,0,0
https://github.com/Swarnimashukla/Automatic-attendance-management-system,1,1,1,0,0,0
https://github.com/Taher5253/Invoicepdf2Data,1,1,1,0,0,0
https://github.com/Tarek98/instagram_tldr,1,1,1,0,0,1
https://github.com/TejodhayBonam/livefaceemotions,1,1,1,1,0,0
https://github.com/Teman-Tani-Bangkit/ML-Deploy,1,1,1,1,0,0
https://github.com/Terance98/azure-crop-detection,1,1,1,1,0,0
https://github.com/Textualize/textual,1,1,1,0,0,1
https://github.com/ThousandOfWind/AIVideoGenerator,1,1,1,0,0,1
https://github.com/TobeTek/deploy-gradio-ml-on-gcp,1,1,1,0,0,0
https://github.com/TrainerDex/PogoOCR,1,1,1,1,0,0
https://github.com/TransformerOptimus/SuperAGI,1,1,1,0,1,1
https://github.com/Tsarpf/tensorflow-object-detection,1,1,1,1,1,0
https://github.com/Tylersuard/Azure-Custom-Vision-Real-Time-Object-Detection,1,1,1,1,1,0
https://github.com/VarunBhandary/GCP_BigDataMachineLearning_Course,1,1,1,0,0,0
https://github.com/WENDYWEN20/automatedMLapp,1,1,1,0,0,0
https://github.com/Wannabeasmartguy/GPT-Gradio-Agent,1,1,1,0,0,0
https://github.com/WattTime/watttime-python-client,1,1,1,0,0,1
https://github.com/YUSRA100/Attendance-System-through-Face-Detection-and-Recognition-from-Azure-Cognitive-Services-API,1,1,1,0,0,1
https://github.com/YaoFANGUK/video-subtitle-remover,1,1,1,0,0,1
https://github.com/YiVal/YiVal,1,1,1,0,0,1
https://github.com/YoheiFukuhara/gcp-aip-test,1,1,1,0,0,0
https://github.com/Zarxrax/png2srt,1,1,1,0,0,0
https://github.com/aaarif796/Image-Analyses-and-Object-Detection-Microsoft-Azure-,1,1,1,1,0,0
https://github.com/aakash-rathore/BigQueryML,1,1,1,0,0,0
https://github.com/aalagura/AzureOpenAI-SemanticSearch-Chroma,1,1,1,0,0,0
https://github.com/abal6725/GCP,1,1,1,1,0,1
https://github.com/abhiagwl4262/azure_ops,1,1,1,0,0,0
https://github.com/acheong08/ChatGPT,1,1,1,0,0,1
https://github.com/acheong08/EdgeGPT,1,1,1,0,0,0
https://github.com/adi-panda/Kuebiko,1,1,1,0,0,0
https://github.com/adi5krish/Real-Time-Face-Swapping-Tool-using-Deepfake-Algorithm,1,1,1,0,0,0
https://github.com/ael-computas/gcp_cloudsql_airflow_bigquery,1,1,1,0,0,0
https://github.com/ageitgey/face_recognition,1,1,1,0,0,0
https://github.com/ahmedsmostafa/databricks-azureml-mlops,1,1,1,1,0,0
https://github.com/aimlnerd/Deploy-machine-learning-model,1,1,1,0,0,0
https://github.com/aio-libs/aiohttp,1,1,1,0,0,1
https://github.com/airbytehq/airbyte,1,1,1,0,1,0
https://github.com/ajananth/openai-cogsrch-fsi,1,1,1,1,0,1
https://github.com/ajaykumar-gajula/Azure-Ai-Search,1,1,1,1,0,0
https://github.com/akash89032/AzureSearch-OpenAI-Demo,1,1,1,1,0,1
https://github.com/akashgreninja/Azure-Cognitive-Services-translator,1,1,1,0,0,0
https://github.com/akbariskndr/mnist-keras-model-gcaip-prediction,1,1,1,1,0,0
https://github.com/alexentwistle/Language,1,1,1,1,0,2
https://github.com/alexsnow348/data-engineering-big-data-ml-gcp,1,1,1,0,0,0
https://github.com/alexvanboxel/airflow-gcp-examples,1,1,1,0,0,0
https://github.com/alfonsof/google-cloud-python-examples,1,1,1,1,0,1
https://github.com/algattik/azure-mlops-terraform,1,1,1,1,0,0
https://github.com/aljannuzzi/gptazuresearch,1,1,1,0,0,0
https://github.com/aljazst/Android-Strings.xml-Translator,1,1,1,1,0,1
https://github.com/alsonyap-cermati/aiplatform-mlflow-sample,1,1,1,1,1,0
https://github.com/alvarobartt/vertex-ai-huggingface-inference-toolkit,1,1,1,1,1,0
https://github.com/alyshaarshad/query-summarisation-sample,1,1,1,1,0,0
https://github.com/amazon-archives/aws-robomaker-sample-application-persondetection,1,1,1,0,0,0
https://github.com/amicks/Speculator,1,1,1,1,1,0
https://github.com/aminelemaizi/docker-gcp-ml,1,1,1,1,0,0
https://github.com/amitkkumra/ImageDescriptionAzAICV,1,1,1,1,0,0
https://github.com/anantpanthri/GCP_playground,1,1,1,1,0,0
https://github.com/anasty17/mirror-leech-telegram-bot,1,1,1,0,0,0
